code;qty;costo;descuento
11020344;0;;0
11020345;1;;0
11020346;3;;0
11020348;0;;0
11020351;3;;0
11020352;2;;0
11020355;1;;0
11020356;2;;0
11020362;1;;0
11020364;0;;0
11020365;1;;0
11020367;0;;0
11020370;0;;0
11020372;0;;0
11020373;0;;0
11020377;0;;0
11020381;0;;0
11020385;0;;0
11020386;0;;0
11020389;0;;0
11020392;0;;0
11020404;0;;0
11020406;0;;0
11020409;0;;0
11020411;0;;0
11020412;0;;0
11020414;2;;0
11020415;0;;0
11020416;1;;0
11020418;0;;0
11020419;5;;0
11020424;0;;0
11020434;0;;0
11020435;0;;0
11020436;0;;0
11020437;0;;0
11020438;9;;0
11020439;0;;0
11020444;0;;0
11020453;2;;0
11020454;0;;0
11020455;0;;0
11020456;3;;0
11020457;1;;0
11020459;1;;0
11020463;0;;0
11020465;0;;0
11020466;0;;0
11020473;0;;0
11020482;1;;0
11020485;0;;0
11020488;0;;0
11020491;0;;0
11020492;12;;0
11020495;0;;0
11020497;0;;0
11020499;0;;0
11020500;0;;0
11020503;0;;0
11020505;0;;0
11020507;0;;0
11020510;1;;0
11020514;0;;0
11020517;0;;0
11020518;0;;0
11020520;0;;0
11020521;0;;0
11020524;0;;0
11020525;0;;0
11020529;2;;0
11020531;0;;0
11020533;1;;0
11020535;0;;0
11020536;0;;0
11020537;0;;0
11020538;1;;0
11020540;9;;0
11020541;0;;0
11020544;5;;0
11020545;0;;0
11020546;0;;0
11020549;0;;0
11020550;0;;0
11020551;0;;0
11020553;0;;0
11020562;0;;0
11020563;2;;0
110205677;0;;0
110205678;0;;0
11020568;0;;0
110205697;11;;0
110205699;0;;0
11020570;0;;0
110205700;0;;0
110205702;0;;0
110205706;0;;0
110205707;0;;0
110205708;0;;0
110205709;0;;0
110205710;0;;0
110205711;0;;0
110205712;0;;0
110205713;0;;0
110205714;0;;0
110205717;0;;0
110205718;0;;0
110205719;0;;0
110205720;0;;0
110205721;0;;0
110205722;0;;0
110205723;0;;0
110205724;0;;0
110205725;0;;0
110205726;0;;0
110205728;0;;0
110205729;0;;0
11020573;0;;0
110205730;0;;0
110205731;0;;0
110205733;0;;0
110205734;0;;0
110205735;0;;0
110205736;0;;0
110205738;0;;0
110205739;5;;0
11020574;1;;0
110205740;6;;0
110205742;1;;0
110205743;4;;0
110205745;0;;0
110205749;0;;0
11020575;0;;0
110205751;0;;0
110205752;0;;0
110205753;0;;0
110205754;0;;0
110205755;5;;0
110205756;0;;0
110205757;4;;0
110205759;0;;0
110205760;0;;0
110205761;0;;0
110205762;0;;0
110205763;0;;0
110205764;0;;0
110205765;0;;0
110205766;0;;0
110205767;0;;0
110205768;0;;0
110205769;0;;0
110205770;0;;0
110205772;7;;0
110205773;0;;0
110205775;0;;0
110205777;0;;0
110205778;0;;0
110205779;0;;0
11020578;0;;0
110205780;0;;0
110205781;0;;0
110205784;0;;0
110205785;0;;0
110205786;0;;0
110205787;4;;0
110205788;2;;0
11020579;0;;0
11020580;0;;0
11020581;0;;0
11020582;0;;0
11020583;0;;0
11020584;0;;0
11020585;1;;0
11020586;0;;0
11020587;0;;0
11020588;0;;0
11020589;0;;0
11020591;1;;0
11020592;1;;0
11020593;3;;0
11020594;3;;0
11020595;2;;0
11020596;1;;0
11020597;0;;0
11020599;3;;0
11020600;0;;0
11020601;3;;0
11020602;2;;0
11020603;0;;0
11020604;1;;0
11020606;1;;0
11020607;0;;0
11020608;1;;0
11020609;0;;0
11020610;1;;0
11020611;0;;0
11020612;2;;0
11020613;2;;0
11020614;0;;0
11020615;3;;0
11020616;2;;0
11020617;3;;0
11020621;1;;0
11020622;1;;0
11020623;0;;0
11020624;0;;0
110205782;7;;0
11020629;3;;0
11020631;0;;0
11020632;12;;0
11020700;0;;0
11030006;0;;0
11030031;0;;0
11030032;0;;0
11030035;0;;0
11030042;0;;0
11030050;0;;0
11030080;0;;0
11030089;0;;0
110300900;0;;0
11030091;19;;0
11030115;0;;0
11030116;0;;0
11030120;0;;0
11030125;0;;0
11030144;0;;0
11030148;0;;0
11030149;0;;0
11030164;0;;0
11030165;0;;0
11030168;0;;0
11030169;0;;0
11030172;0;;0
11030204;0;;0
11030205;0;;0
11030212;1;;0
11030215;0;;0
11030219;0;;0
11030220;0;;0
11030224;0;;0
11030226;1;;0
11030235;0;;0
11030237;0;;0
11030238;0;;0
11030242;1;;0
11030245;0;;0
11030246;0;;0
11030257;0;;0
11030263;2;;0
11030264;0;;0
11030265;0;;0
11030266;0;;0
11030276;0;;0
11030291;0;;0
11030298;0;;0
11030302;0;;0
11030304;0;;0
11030307;0;;0
11030312;0;;0
11030315;0;;0
11030327;0;;0
11030329;1;;0
11030331;0;;0
11030332;0;;0
11030337;0;;0
11030338;0;;0
11030339;0;;0
11030341;0;;0
11030348;9;;0
11030350;11;;0
11030352;10;;0
11030354;10;;0
11030356;10;;0
11030357;2;;0
11030358;7;;0
11030359;0;;0
11030362;8;;0
11030366;0;;0
11030367;0;;0
11030371;0;;0
11030374;3;;0
11030387;0;;0
11030389;0;;0
11030399;0;;0
11030406;0;;0
11030408;5;;0
11030409;0;;0
11030410;0;;0
11030418;0;;0
11030420;0;;0
11030422;0;;0
11030431;0;;0
11030434;0;;0
11030435;0;;0
11030436;1;;0
11030437;0;;0
11030448;0;;0
11030450;0;;0
11030452;0;;0
11030453;0;;0
11030460;0;;0
11030462;0;;0
11030465;0;;0
11030469;0;;0
11030480;0;;0
11030488;0;;0
11030506;0;;0
11030510;0;;0
11030511;0;;0
11030515;0;;0
11030518;0;;0
11030530;0;;0
11030531;0;;0
11030532;0;;0
11030533;0;;0
11030535;0;;0
11030537;0;;0
11030539;0;;0
11030540;0;;0
11030542;0;;0
11030544;0;;0
11030545;0;;0
11030546;0;;0
11030549;0;;0
11030550;0;;0
11030551;0;;0
11030553;0;;0
11030554;0;;0
11030558;0;;0
11030559;0;;0
11030562;0;;0
11030567;0;;0
11030575;0;;0
11030581;0;;0
11030589;0;;0
11030591;0;;0
11030592;0;;0
11030594;0;;0
11030600;0;;0
11030602;0;;0
11030605;0;;0
11030607;0;;0
11030612;0;;0
11030613;0;;0
11030616;0;;0
11030617;0;;0
11030618;0;;0
11030631;0;;0
11030633;0;;0
11030640;0;;0
11030642;0;;0
11030659;0;;0
11030660;0;;0
11030665;0;;0
11030674;0;;0
11030679;0;;0
11030682;0;;0
11030683;0;;0
11030684;0;;0
11030686;3;;0
11030690;0;;0
11030691;0;;0
11030697;0;;0
11030698;0;;0
11030708;0;;0
11030709;0;;0
11030712;1;;0
11030715;0;;0
11030720;0;;0
11030721;0;;0
11030732;2;;0
11030733;1;;0
11030735;0;;0
11030736;0;;0
11030740;0;;0
11030742;0;;0
11030743;0;;0
11030745;0;;0
11030746;0;;0
11030747;0;;0
11030748;0;;0
11030749;1;;0
11030751;0;;0
11030752;0;;0
11030753;0;;0
11030754;0;;0
11030757;0;;0
11030766;0;;0
11030771;0;;0
11030772;0;;0
11030774;0;;0
11030775;0;;0
11030776;0;;0
11030784;0;;0
11030787;0;;0
11030789;1;;0
11030792;0;;0
11030793;0;;0
11030802;0;;0
11030803;0;;0
11030807;0;;0
11030808;0;;0
11030818;0;;0
11030819;0;;0
11030821;0;;0
11030822;0;;0
11030823;0;;0
11030824;0;;0
11030825;1;;0
11030828;0;;0
11030835;0;;0
11030837;0;;0
11030839;0;;0
11030840;0;;0
11030841;4;;0
11030842;2;;0
11030843;4;;0
11030846;0;;0
11030856;0;;0
11030857;1;;0
11030860;1;;0
11030863;1;;0
11030864;0;;0
11030865;0;;0
11030866;0;;0
11030867;0;;0
11030871;0;;0
11030873;0;;0
11030876;0;;0
11030880;0;;0
11030881;0;;0
11030883;1;;0
11030884;0;;0
11030886;0;;0
11030887;0;;0
11030889;0;;0
11030891;0;;0
11030892;0;;0
11030895;0;;0
11030896;0;;0
11030898;0;;0
11030900;0;;0
11030901;0;;0
11030902;0;;0
11030906;0;;0
11030907;0;;0
11030908;0;;0
11030909;0;;0
11030911;0;;0
11030912;0;;0
11030914;0;;0
11030916;0;;0
11030918;3;;0
11030919;0;;0
11030920;2;;0
11030921;0;;0
11030922;3;;0
11030923;0;;0
11030924;0;;0
11030926;0;;0
11030927;9;;0
11030928;0;;0
11030930;2;;0
11030932;0;;0
11030933;0;;0
11030937;0;;0
11030938;0;;0
11030939;0;;0
11030940;0;;0
11030942;0;;0
11030947;0;;0
11030948;0;;0
11030949;0;;0
11030952;0;;0
11030953;0;;0
11030957;0;;0
11030958;0;;0
11030959;0;;0
11030960;0;;0
11030961;0;;0
11030962;0;;0
11030963;0;;0
11030965;0;;0
11030966;0;;0
11030967;0;;0
11030968;0;;0
11030969;0;;0
11030970;0;;0
11030971;0;;0
11030972;0;;0
11030974;0;;0
11030975;0;;0
11030976;0;;0
11030977;0;;0
11030978;0;;0
11030979;0;;0
11030985;0;;0
11030986;0;;0
11030987;0;;0
11030990;0;;0
11030995;0;;0
11030996;0;;0
11031000;0;;0
11031002;1;;0
11031003;0;;0
11031004;0;;0
11031005;0;;0
11031006;0;;0
11031007;0;;0
11031008;0;;0
11031009;0;;0
11031011;0;;0
11031013;0;;0
11031016;0;;0
11031018;0;;0
11031019;0;;0
11031021;0;;0
11031022;0;;0
11031023;0;;0
11031024;0;;0
11031028;1;;0
11031029;0;;0
11031030;0;;0
11031031;0;;0
11031032;0;;0
11031033;0;;0
11031034;0;;0
11031035;0;;0
11031036;0;;0
11031037;0;;0
11031039;0;;0
11031042;0;;0
11031044;0;;0
11031045;0;;0
11031047;5;;0
11031049;1;;0
11031050;0;;0
11031051;0;;0
11031053;3;;0
110390066;0;;0
11039043;0;;0
11039044;0;;0
11039045;0;;0
11039046;1;;0
11039047;0;;0
11039048;0;;0
11039049;0;;0
11039050;0;;0
11039051;0;;0
11039052;0;;0
11039053;0;;0
11039054;0;;0
11039057;0;;0
11039058;0;;0
11039059;0;;0
11039064;0;;0
11039067;0;;0
11039068;0;;0
11039069;0;;0
11039070;1;;0
11039071;0;;0
11039080;1;;0
11039082;0;;0
11039083;0;;0
11039841;0;;0
11040002;0;;0
11040004;5;;0
11040009;0;;0
11040015;0;;0
11040018;0;;0
11040020;0;;0
11040023;0;;0
11040024;0;;0
11040034;1;;0
11040049;0;;0
11040050;0;;0
11040054;1;;0
11040059;0;;0
11040061;0;;0
11040063;0;;0
11040065;0;;0
11040067;0;;0
11040069;0;;0
11040071;0;;0
11040073;0;;0
11040074;0;;0
11040075;0;;0
11040076;0;;0
11040077;0;;0
11040078;0;;0
11040080;0;;0
11040102;0;;0
11040113;0;;0
11040115;0;;0
11040135;0;;0
11040138;0;;0
11040139;0;;0
11040147;4;;0
11040149;1;;0
11040154;0;;0
11040156;0;;0
11040183;0;;0
11040188;0;;0
11040190;0;;0
11040191;0;;0
11040198;0;;0
11040203;0;;0
11040204;0;;0
11040208;0;;0
11040209;0;;0
11040212;0;;0
11040213;0;;0
11040214;5;;0
11040215;0;;0
11040216;0;;0
11040217;0;;0
11040218;2;;0
11040219;0;;0
11040225;0;;0
11040226;0;;0
11040227;2;;0
11040231;0;;0
11040232;0;;0
11040241;0;;0
11040243;0;;0
11040247;2;;0
11040249;0;;0
11040250;2;;0
11040252;0;;0
11040253;0;;0
11040256;0;;0
11040270;0;;0
11040271;0;;0
11040275;0;;0
11040277;0;;0
11040284;0;;0
11040285;0;;0
11040287;0;;0
11040289;0;;0
11040290;0;;0
11040291;0;;0
11040293;1;;0
11040294;0;;0
11040297;0;;0
11040303;0;;0
11040304;0;;0
11040305;0;;0
11040308;0;;0
11040313;0;;0
11040315;0;;0
11040317;0;;0
11040319;3;;0
11040322;0;;0
11040323;11;;0
11040325;0;;0
11040327;0;;0
11040331;0;;0
11040334;0;;0
11040336;0;;0
11040337;0;;0
11040338;6;;0
11040341;0;;0
11040342;0;;0
11040343;0;;0
11040344;0;;0
11040346;1;;0
11040347;0;;0
11040348;0;;0
11040349;0;;0
11040350;0;;0
11040351;0;;0
11040352;0;;0
11040356;0;;0
11040357;0;;0
11040358;0;;0
11040364;0;;0
11040368;0;;0
11040370;1;;0
11040373;0;;0
11040374;0;;0
11040375;0;;0
11040376;0;;0
11040377;0;;0
11040378;0;;0
11040379;0;;0
11040380;0;;0
11040381;123;;0
11040382;0;;0
11040383;3;;0
11040384;1;;0
11040501;0;;0
11040504;0;;0
1104342;0;;0
11050001;0;;0
11050003;0;;0
11050014;0;;0
11050017;0;;0
11050019;0;;0
11050022;1;;0
11050034;0;;0
11050037;0;;0
11050039;0;;0
11050040;0;;0
11050044;1;;0
11050045;0;;0
11050046;1;;0
11050047;0;;0
11050048;0;;0
11050049;0;;0
11050050;0;;0
11050057;0;;0
11050059;0;;0
11050061;0;;0
11050062;0;;0
11050065;19;;0
11050067;19;;0
11050068;15;;0
11050074;3;;0
11050077;0;;0
11050078;0;;0
11050079;0;;0
11050081;0;;0
11050082;0;;0
11050084;1;;0
11050085;0;;0
11050086;0;;0
11050087;0;;0
11050089;0;;0
11050095;0;;0
11050097;0;;0
11050098;0;;0
11050100;0;;0
11050103;19;;0
11050106;0;;0
11050109;0;;0
11050110;0;;0
11050112;0;;0
11050114;0;;0
11050118;0;;0
11050119;0;;0
11050123;0;;0
11050127;0;;0
11050128;0;;0
11050129;0;;0
11050130;3;;0
11050131;2;;0
11050133;7;;0
11050134;1;;0
11050139;0;;0
11050140;0;;0
11050141;0;;0
11050142;0;;0
11050143;1;;0
11050147;0;;0
11050152;0;;0
11050153;0;;0
11050154;0;;0
11050156;0;;0
11050160;3;;0
11050161;0;;0
11050162;0;;0
11050163;0;;0
11050165;0;;0
11050167;0;;0
11050171;0;;0
11050172;0;;0
11050173;0;;0
11050177;1;;0
11050179;0;;0
11050181;0;;0
11050182;0;;0
11050185;1;;0
11050186;3;;0
11050187;0;;0
11050190;1;;0
11050192;0;;0
11050194;0;;0
11050195;1;;0
11050198;0;;0
11050199;1;;0
11050200;0;;0
11050201;0;;0
11050204;0;;0
11050206;0;;0
11050207;0;;0
11050208;2;;0
11050210;1;;0
11050214;0;;0
11050215;0;;0
11050216;0;;0
11050217;0;;0
11050218;0;;0
11050258;0;;0
11050297;0;;0
11050456;1;;0
11050457;0;;0
11050516;0;;0
11050518;0;;0
11050519;0;;0
11050522;0;;0
11050524;0;;0
11050526;0;;0
11050527;0;;0
11050529;6;;0
11050531;0;;0
11050532;0;;0
11050533;0;;0
11050534;0;;0
11050535;0;;0
11050537;0;;0
11050538;0;;0
11050539;0;;0
11050540;0;;0
11050541;0;;0
11050542;1;;0
11050543;2;;0
11050546;0;;0
11050547;0;;0
1105191;0;;0
1105196;0;;0
1105200;0;;0
1105201;0;;0
1105202;0;;0
11060001;0;;0
11060005;0;;0
11060008;0;;0
11060009;0;;0
11060012;0;;0
11060013;0;;0
11060015;0;;0
11060020;2;;0
11060022;0;;0
11060026;19;;0
11060029;0;;0
11060032;0;;0
11060040;0;;0
11060043;0;;0
11060046;0;;0
11060050;1;;0
11060052;0;;0
11060053;0;;0
11060055;1;;0
11060058;0;;0
11060061;0;;0
11060062;0;;0
11060065;0;;0
11060066;0;;0
11060069;0;;0
11060071;0;;0
11060072;0;;0
11060075;0;;0
11060077;0;;0
11060081;0;;0
11060082;0;;0
11060083;0;;0
11060084;0;;0
11060085;0;;0
11060086;0;;0
11060088;0;;0
11060089;0;;0
11060100;0;;0
11060101;14;;0
11060106;0;;0
11060108;0;;0
11060109;0;;0
11060110;0;;0
11060113;0;;0
11060116;0;;0
11060118;0;;0
11060123;0;;0
11060124;0;;0
11060127;0;;0
11060132;0;;0
11060134;0;;0
11060138;2;;0
11060139;4;;0
11060140;2;;0
11060141;2;;0
11060143;1;;0
11060144;4;;0
11060145;12;;0
11060146;11;;0
11060147;0;;0
11060148;6;;0
11060149;0;;0
11060150;0;;0
11060151;3;;0
11060152;1;;0
11060153;3;;0
11060154;0;;0
11060156;5;;0
11060157;0;;0
11060159;0;;0
11060160;0;;0
11060163;0;;0
11060164;0;;0
11060165;0;;0
11060167;0;;0
11060168;0;;0
11060169;0;;0
11060170;0;;0
11060171;0;;0
11060172;0;;0
11060174;0;;0
11060178;17;;0
11060179;0;;0
11060180;0;;0
11060181;0;;0
11060182;0;;0
11060183;0;;0
11060184;0;;0
11060185;0;;0
11060186;0;;0
11060187;0;;0
11060188;0;;0
11060189;0;;0
11060190;0;;0
11060191;0;;0
11060192;0;;0
11060193;0;;0
11070004;0;;0
11070006;15;;0
11070014;0;;0
11070017;0;;0
11070024;2;;0
11070025;0;;0
11070026;0;;0
11070029;0;;0
11070131;13;;0
11070132;0;;0
110701333;0;;0
11070137;0;;0
11070143;0;;0
11070144;0;;0
11080003;0;;0
11080004;0;;0
11080006;0;;0
11080007;19;;0
11080008;18;;0
11080010;1;;0
11080013;0;;0
11080027;0;;0
11080031;1;;0
11080032;0;;0
11080037;20;;0
11080045;0;;0
11080049;0;;0
11080052;2;;0
11080057;0;;0
11080066;0;;0
11080068;0;;0
11080074;0;;0
11080075;0;;0
11080077;0;;0
11080078;0;;0
11080082;0;;0
11080083;0;;0
11080085;0;;0
11080088;0;;0
11080089;0;;0
11080090;0;;0
11090003;1;;0
11090007;1;;0
11090011;2;;0
11090014;0;;0
11090019;0;;0
11090020;0;;0
11090026;0;;0
11090030;0;;0
11090032;0;;0
11090033;0;;0
11090034;0;;0
11090035;0;;0
11090036;0;;0
11090038;0;;0
11090039;2;;0
11090040;0;;0
11090041;0;;0
11090042;0;;0
11090043;1;;0
11090044;0;;0
12040004;0;;0
13010001;9;;0
13010002;8;;0
13010003;9;;0
13010005;7;;0
13010006;8;;0
13010007;12;;0
13010008;12;;0
13010010;4;;0
13010012;3;;0
13010014;1;;0
13010017;6;;0
13010018;6;;0
13010022;0;;0
13010026;3;;0
13010027;3;;0
13010028;10;;0
13010029;23;;0
13010030;15;;0
13010031;30;;0
13010032;13;;0
13010033;12;;0
13010034;22;;0
13010043;23;;0
13010044;13;;0
13010045;24;;0
13010047;0;;0
13010050;0;;0
13010051;0;;0
13010053;4;;0
13010057;5;;0
13010058;3;;0
13010059;2;;0
13010060;5;;0
13010061;6;;0
13010070;4;;0
13010071;64;;0
13010072;37;;0
13010075;8;;0
13010083;7;;0
13010084;5;;0
13010086;5;;0
13010088;6;;0
13010089;3;;0
13010090;6;;0
13010091;5;;0
13010093;4;;0
13010094;4;;0
13010101;0;;0
13010104;0;;0
13010113;1;;0
13010114;0;;0
13010115;11;;0
13010116;0;;0
13010117;0;;0
13010118;3;;0
13010120;0;;0
13010121;0;;0
13010124;0;;0
13010129;11;;0
13010130;2;;0
13010132;10;;0
13010133;14;;0
13010134;6;;0
13010146;12;;0
13010148;3;;0
13010149;21;;0
13010150;31;;0
13010151;0;;0
13010155;0;;0
13010158;9;;0
13010166;8;;0
13010167;18;;0
13010175;0;;0
13010183;2;;0
13010184;6;;0
13010185;32;;0
13010186;25;;0
13010190;8;;0
13010196;0;;0
13010204;0;;0
13010205;0;;0
13010217;5;;0
13010218;1;;0
13010223;7;;0
13010225;0;;0
13010227;7;;0
13010230;0;;0
13010232;0;;0
13010234;2;;0
13010237;0;;0
13010238;0;;0
13010239;0;;0
13010242;1;;0
13010243;0;;0
13010244;0;;0
13010245;0;;0
13010246;0;;0
13010247;0;;0
13010248;0;;0
13010249;0;;0
13010251;1;;0
13010252;0;;0
13010253;0;;0
13010254;3;;0
13010255;0;;0
13010256;2;;0
13010257;41;;0
13010258;4;;0
13010259;0;;0
13010261;0;;0
13010262;6;;0
13010264;0;;0
13010267;0;;0
13010269;0;;0
13010270;5;;0
13010271;0;;0
13010273;3;;0
13010275;1;;0
13010278;0;;0
13010279;0;;0
13010281;3;;0
13010915;0;;0
13010925;11;;0
13010930;4;;0
13010931;12;;0
13010932;7;;0
13010933;21;;0
13010934;0;;0
13010938;2;;0
13010940;0;;0
13010947;4;;0
13020000;2;;0
13020001;11;;0
13020002;7;;0
13020003;12;;0
13020006;11;;0
13020007;7;;0
13020009;13;;0
13020010;13;;0
13020011;12;;0
13020012;14;;0
13020016;6;;0
13020017;3;;0
13020018;15;;0
13020019;6;;0
13020020;10;;0
13020022;5;;0
13020023;6;;0
13020028;42;;0
13020029;62;;0
13020034;6;;0
13020035;8;;0
13020037;36;;0
13020039;17;;0
13020046;0;;0
13020047;10;;0
13020050;27;;0
13020051;2;;0
13020058;0;;0
13020065;5;;0
13020067;3;;0
13020068;12;;0
13020069;6;;0
13020070;0;;0
13020071;9;;0
13020072;2;;0
13020073;50;;0
13020074;3;;0
13020075;9;;0
13020076;0;;0
13020077;15;;0
13020078;0;;0
13020079;66;;0
13020080;3;;0
13020081;12;;0
13020082;18;;0
13020083;6;;0
13020086;2;;0
13020098;0;;0
13020099;0;;0
13020100;0;;0
13020646;4;;0
13020104;5;;0
13020107;2;;0
13020109;11;;0
13020119;2;;0
13020122;2;;0
13020123;2;;0
13020124;0;;0
13020125;12;;0
13020126;14;;0
13020128;6;;0
13020129;6;;0
13020131;19;;0
13020132;15;;0
13020133;12;;0
13020134;0;;0
13020135;1;;0
13020136;4;;0
13020139;2;;0
13020144;0;;0
13020146;12;;0
13020148;4;;0
13020149;2;;0
13020151;1;;0
13020153;0;;0
13020154;0;;0
13020155;0;;0
13020157;11;;0
13020158;5;;0
13020160;0;;0
13020162;6;;0
13020163;2;;0
13020165;4;;0
13020166;1;;0
13020168;3;;0
13020169;2;;0
13020171;2;;0
13020178;3;;0
13020180;1;;0
13020181;5;;0
13020182;0;;0
13020186;0;;0
13020188;0;;0
13020195;7;;0
13020199;8;;0
13020200;0;;0
13020201;0;;0
13020219;0;;0
13020220;34;;0
13020221;3;;0
13020222;9;;0
13020223;0;;0
13020225;0;;0
13020226;3;;0
13020227;15;;0
13020228;4;;0
13020231;1;;0
13020238;0;;0
13020244;0;;0
13020250;0;;0
13020251;0;;0
13020252;0;;0
13020256;9;;0
13020262;5;;0
13020263;2;;0
13020265;1;;0
13020268;3;;0
13020273;0;;0
13020274;0;;0
13020276;0;;0
13020277;0;;0
13020280;0;;0
13020281;8;;0
13020282;39;;0
13020284;6;;0
13020285;17;;0
13020286;4;;0
13020287;17;;0
13020288;17;;0
13020289;8;;0
13020290;30;;0
13020292;22;;0
13020293;0;;0
13020295;6;;0
13020296;4;;0
13020297;7;;0
13020306;1;;0
13020308;0;;0
13020311;0;;0
13020316;2;;0
13020323;0;;0
13020325;0;;0
13020326;0;;0
13020327;4;;0
13020328;3;;0
13020330;1;;0
13020331;33;;0
13020333;1;;0
13020334;0;;0
13020335;7;;0
13020337;0;;0
13020338;2;;0
13020339;0;;0
13020340;0;;0
13020341;5;;0
13020342;0;;0
13020343;0;;0
13020344;7;;0
13020345;7;;0
13020346;10;;0
13020347;0;;0
13020349;3;;0
13020350;2;;0
13020351;0;;0
13020352;8;;0
13020353;0;;0
13020354;0;;0
13020355;0;;0
13020356;0;;0
13020360;0;;0
13020361;11;;0
13020364;16;;0
13020365;26;;0
13020367;7;;0
13020371;2;;0
13020373;0;;0
13020375;0;;0
13020395;0;;0
13020399;0;;0
13020400;4;;0
13020402;2;;0
13020405;0;;0
13020406;0;;0
13020415;0;;0
13020422;0;;0
13020423;0;;0
13020436;0;;0
13020438;2;;0
13020439;0;;0
13020440;6;;0
13020442;0;;0
13020444;0;;0
13020447;12;;0
13020448;0;;0
13020449;0;;0
13020450;6;;0
13020457;0;;0
13020458;14;;0
13020459;0;;0
13020460;0;;0
13020461;26;;0
13020462;0;;0
13020464;10;;0
13020465;9;;0
13020469;3;;0
13020472;0;;0
13020473;15;;0
13020480;0;;0
13020481;0;;0
13020482;2;;0
13020483;0;;0
13020484;1;;0
13020485;3;;0
13020487;2;;0
13020494;8;;0
13020495;0;;0
13020502;15;;0
13020503;12;;0
13020506;3;;0
13020508;16;;0
13020509;13;;0
13020510;11;;0
13020511;2;;0
13020515;0;;0
13020516;3;;0
13020526;0;;0
13020529;4;;0
13020533;0;;0
13020534;0;;0
13020535;0;;0
13020537;0;;0
13020540;0;;0
13020541;0;;0
13020542;0;;0
13020544;0;;0
13020545;0;;0
13020546;0;;0
13020548;0;;0
13020553;0;;0
13020565;0;;0
13020569;0;;0
13020585;0;;0
13020596;0;;0
13020601;0;;0
13020610;0;;0
13020612;0;;0
13020615;0;;0
13020616;0;;0
13020617;1;;0
13020619;0;;0
13020621;0;;0
13020626;0;;0
13020628;0;;0
13020631;1;;0
13020637;23;;0
13020638;8;;0
13020642;6;;0
13020643;3;;0
13020101;4;;0
13020645;3;;0
13020649;7;;0
13020650;0;;0
13020656;7;;0
13020657;7;;0
13020660;0;;0
13020661;0;;0
13020663;4;;0
13020672;0;;0
13020673;0;;0
13020674;0;;0
13020676;0;;0
13020686;0;;0
13020688;5;;0
13020690;0;;0
13020694;5;;0
13020695;3;;0
13020697;0;;0
13020700;0;;0
13020701;0;;0
13020704;1;;0
13020707;0;;0
13020708;0;;0
13020710;0;;0
13020711;0;;0
13020712;0;;0
13020713;0;;0
13020714;0;;0
13020715;0;;0
13020719;0;;0
13020721;2;;0
13020722;0;;0
13020723;0;;0
13020724;2;;0
13020725;0;;0
13020728;2;;0
13020729;2;;0
13020730;0;;0
13020731;1;;0
13020732;0;;0
13020733;2;;0
13020734;0;;0
13020735;0;;0
13020737;4;;0
13020738;0;;0
13020740;0;;0
13020805;2;;0
13020744;0;;0
13020745;2;;0
13020746;1;;0
13020747;0;;0
13020748;11;;0
13020749;3;;0
13020750;22;;0
13020753;0;;0
13020755;1;;0
13020756;0;;0
13020757;0;;0
13020758;0;;0
13020759;0;;0
13020800;0;;0
13020801;0;;0
13020802;0;;0
13030001;0;;0
13030006;11;;0
13030008;4;;0
13030009;17;;0
13030010;11;;0
13030011;0;;0
13030012;23;;0
13030013;0;;0
13030014;26;;0
13030016;7;;0
13030017;1;;0
13030018;4;;0
13030019;10;;0
13030021;36;;0
13030022;15;;0
13030668;0;;0
15010002;0;;0
15010004;0;;0
15010010;74;;0
15010012;0;;0
15010013;1;;0
15010014;0;;0
15010015;1;;0
15010016;0;;0
15010018;3;;0
15010020;1;;0
15010026;0;;0
15010035;0;;0
15010038;135;;0
15010043;0;;0
15010048;0;;0
15010049;0;;0
15010050;0;;0
15010052;1;;0
15010053;0;;0
15020009;3;;0
15020004;32;;0
15020005;0;;0
15020006;81;;0
15020010;0;;0
15020011;100;;0
15020017;0;;0
15020019;0;;0
15030002;1;;0
15030003;6;;0
15030014;0;;0
15030015;15;;0
15030021;1;;0
15030022;0;;0
15030024;2;;0
15030027;8;;0
15030029;7;;0
15030032;200;;0
15030035;6;;0
15030037;12;;0
15030038;12;;0
15030041;0;;0
15030043;8;;0
15030052;3880;;0
15030065;10;;0
15030066;12;;0
15030067;9;;0
15030075;0;;0
15030083;3;;0
15030084;0;;0
15030096;0;;0
15030098;0;;0
15030099;0;;0
15030100;1;;0
15030101;0;;0
15030104;0;;0
15030111;0;;0
15030112;0;;0
15030113;0;;0
15030114;2;;0
15030116;0;;0
15030122;11;;0
15030123;11;;0
15030169;428;;0
15030176;1;;0
15030179;1;;0
15030180;0;;0
15030182;0;;0
15030186;6;;0
15030188;4;;0
15030189;2;;0
15030190;0;;0
15030191;3;;0
15030192;1;;0
15030193;2;;0
15030194;0;;0
15030195;0;;0
15030204;1;;0
15030208;0;;0
15030209;0;;0
15030212;0;;0
15030214;0;;0
15030215;2;;0
15030216;0;;0
16010003;0;;0
16010005;0;;0
16010009;2;;0
3010052;0;;0
3020037;0;;0
16010016;0;;0
16010019;0;;0
16020001;17;;0
16020003;8;;0
16020006;6;;0
16020009;1;;0
16020010;3;;0
16020011;4;;0
16020014;0;;0
16020017;0;;0
16020021;0;;0
16020028;0;;0
16020029;0;;0
16020030;0;;0
16020033;0;;0
16020034;7;;0
